timestamp,priority,base_fee_sat_vb,mempool_tx_count,recommended_fee_sat_vb
2025-12-14T13:03:17.855145+00:00,normal,1,62971,1
2025-12-14T13:03:17.855145+00:00,cheap,1,62971,1
2025-12-14T13:03:38.667466+00:00,fast,2,63028,2
2025-12-14T13:03:38.667466+00:00,normal,1,63028,1
2025-12-14T13:03:38.667466+00:00,cheap,1,63028,1
2025-12-14T13:13:53.521419+00:00,normal,1,64417,1
2025-12-14T13:13:56.655105+00:00,fast,3,64417,3
2025-12-14T13:13:56.655105+00:00,normal,1,64417,1
2025-12-14T13:13:56.655105+00:00,cheap,1,64417,1
2025-12-14T13:14:00.820632+00:00,normal,1,64443,1
2025-12-14T13:17:08.404814+00:00,normal,1,60890,1
2025-12-14T13:17:44.824868+00:00,fast,1,61109,1
2025-12-14T13:17:44.824868+00:00,normal,1,61109,1
2025-12-14T13:17:44.824868+00:00,cheap,1,61109,1
2025-12-14T13:18:13.984655+00:00,normal,1,61178,1
2025-12-14T13:19:05.590686+00:00,fast,2,61376,2
2025-12-14T13:19:05.590686+00:00,normal,1,61376,1
2025-12-14T13:19:05.590686+00:00,cheap,1,61376,1
2025-12-14T13:26:11.779424+00:00,extreme_fast,2,63198,2
2025-12-14T13:26:11.779424+00:00,very_fast,2,63198,2
2025-12-14T13:26:11.779424+00:00,slow,1,63198,1
2025-12-14T13:26:11.779424+00:00,extreme_slow,1,63198,1
2025-12-14T13:26:25.785115+00:00,estimate,1,63218,12
2025-12-14T13:26:32.970161+00:00,estimate,1,63259,1211
2025-12-14T13:26:34.900757+00:00,estimate,1,63259,1211
2025-12-14T13:26:38.867095+00:00,estimate,1,63259,1211222222
2025-12-14T13:26:46.926058+00:00,estimate,1,63259,1
2025-12-14T13:26:59.115960+00:00,estimate,1,63276,2
2025-12-14T13:27:02.607181+00:00,estimate,1,63293,3
2025-12-14T13:27:06.078228+00:00,estimate,1,63293,1
2025-12-14T13:27:12.014136+00:00,extreme_fast,2,63293,2
2025-12-14T13:27:19.595796+00:00,extreme_slow,1,63356,1
2025-12-14T13:27:24.843137+00:00,extreme_slow,1,63403,1
2025-12-14T13:39:59.154290+00:00,estimate,1,63046,1
2025-12-14T13:40:05.471860+00:00,estimate,1,63046,2
2025-12-14T13:40:09.641000+00:00,estimate,1,63080,2
2025-12-14T13:40:13.939465+00:00,estimate,1,63080,3
2025-12-14T13:40:19.185724+00:00,very_fast,2,63111,2
2025-12-14T13:41:25.988744+00:00,extreme_fast,2,63262,2
2025-12-14T13:41:25.988744+00:00,very_fast,2,63262,2
2025-12-14T13:41:25.988744+00:00,slow,1,63262,1
2025-12-14T13:41:25.988744+00:00,extreme_slow,1,63262,1
